Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RUN","SUNRUN INC","Industrials","Equity","100,694,940.50","0.14","100,694,940.50","5,098,478.00","19.75","United States","NASDAQ","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","100,632,843.36","0.14","100,632,843.36","975,408.00","103.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CALM","CAL MAINE FOODS INC","Consumer Staples","Equity","100,482,566.06","0.14","100,482,566.06","1,117,342.00","89.93","United States","NASDAQ","USD","1.00","USD","-"
"NUVL","NUVALENT INC CLASS A","Health Care","Equity","100,395,243.19","0.14","100,395,243.19","1,044,098.00","96.16","United States","NASDAQ","USD","1.00","USD","-"
"SLAB","SILICON LABORATORIES INC","Information Technology","Equity","100,219,023.94","0.14","100,219,023.94","785,354.00","127.61","United States","NASDAQ","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","Materials","Equity","99,399,995.59","0.14","99,399,995.59","1,393,523.00","71.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HASI","HA SUSTAINABLE INFRASTRUCTURE CAPI","Financials","Equity","99,359,390.00","0.14","99,359,390.00","2,922,335.00","34.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBH","KB HOME","Consumer Discretionary","Equity","99,344,822.02","0.14","99,344,822.02","1,614,313.00","61.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AROC","ARCHROCK INC","Energy","Equity","98,826,200.16","0.14","98,826,200.16","4,012,432.00","24.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","98,728,449.08","0.14","98,728,449.08","808,322.00","122.14","United States","NASDAQ","USD","1.00","USD","-"
"CSW","CSW INDUSTRIALS INC","Industrials","Equity","98,516,479.50","0.14","98,516,479.50","394,650.00","249.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FORM","FORMFACTOR INC","Information Technology","Equity","98,342,145.34","0.14","98,342,145.34","1,894,474.00","51.91","United States","NASDAQ","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","98,256,415.68","0.14","98,256,415.68","3,155,312.00","31.14","United States","NASDAQ","USD","1.00","USD","-"
"MUR","MURPHY OIL CORP","Energy","Equity","98,137,071.56","0.14","98,137,071.56","3,295,402.00","29.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PI","IMPINJ INC","Information Technology","Equity","97,948,907.10","0.14","97,948,907.10","631,521.00","155.10","United States","NASDAQ","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","97,719,668.12","0.14","97,719,668.12","2,383,988.00","40.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","Materials","Equity","97,310,453.23","0.14","97,310,453.23","1,028,543.00","94.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","Financials","Equity","97,009,450.76","0.14","97,009,450.76","1,110,202.00","87.38","United States","NASDAQ","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","96,748,311.20","0.14","96,748,311.20","463,576.00","208.70","United States","NASDAQ","USD","1.00","USD","-"
"VIAV","VIAVI SOLUTIONS INC","Information Technology","Equity","96,437,021.85","0.14","96,437,021.85","5,384,535.00","17.91","United States","NASDAQ","USD","1.00","USD","-"
"ALE","ALLETE INC","Utilities","Equity","96,274,960.54","0.14","96,274,960.54","1,425,451.00","67.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAY","WAYSTAR HOLDING CORP","Health Care","Equity","96,202,586.07","0.14","96,202,586.07","2,670,069.00","36.03","United States","NASDAQ","USD","1.00","USD","-"
"VRNS","VARONIS SYSTEMS INC","Information Technology","Equity","96,069,384.81","0.14","96,069,384.81","2,685,753.00","35.77","United States","NASDAQ","USD","1.00","USD","-"
"SKYW","SKYWEST INC","Industrials","Equity","95,891,689.63","0.14","95,891,689.63","987,251.00","97.13","United States","NASDAQ","USD","1.00","USD","-"
"EBC","EASTERN BANKSHARES INC","Financials","Equity","95,754,872.50","0.14","95,754,872.50","5,471,707.00","17.50","United States","NASDAQ","USD","1.00","USD","-"
"PJT","PJT PARTNERS INC CLASS A","Financials","Equity","95,609,482.01","0.14","95,609,482.01","567,449.00","168.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS INC","Consumer Discretionary","Equity","95,585,338.52","0.14","95,585,338.52","1,340,044.00","71.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC TRUST","Real Estate","Equity","95,369,752.08","0.14","95,369,752.08","5,759,043.00","16.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKT","TANGER INC","Real Estate","Equity","95,335,973.92","0.14","95,335,973.92","2,742,692.00","34.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLSK","CLEANSPARK INC","Information Technology","Equity","94,888,581.80","0.14","94,888,581.80","6,756,040.00","14.05","United States","NASDAQ","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Communication","Equity","94,810,410.51","0.14","94,810,410.51","2,425,439.00","39.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS INC","Health Care","Equity","94,268,414.88","0.14","94,268,414.88","2,195,352.00","42.94","United States","NASDAQ","USD","1.00","USD","-"
"PLXS","PLEXUS CORP","Information Technology","Equity","94,175,780.94","0.14","94,175,780.94","654,817.00","143.82","United States","NASDAQ","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","94,052,990.58","0.14","94,052,990.58","1,470,957.00","63.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSEC","VSE CORP","Industrials","Equity","93,940,876.39","0.14","93,940,876.39","536,713.00","175.03","United States","NASDAQ","USD","1.00","USD","-"
"NE","NOBLE CORPORATION PLC","Energy","Equity","93,519,655.28","0.13","93,519,655.28","3,072,262.00","30.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","93,350,866.84","0.13","93,350,866.84","1,809,476.00","51.59","United States","NASDAQ","USD","1.00","USD","-"
"NOVT","NOVANTA INC","Information Technology","Equity","93,194,113.56","0.13","93,194,113.56","872,931.00","106.76","United States","NASDAQ","USD","1.00","USD","-"
"GLNG","GOLAR LNG LTD","Energy","Equity","93,147,264.00","0.13","93,147,264.00","2,425,710.00","38.40","Norway","NASDAQ","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","92,723,771.40","0.13","92,723,771.40","991,380.00","93.53","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","92,252,505.00","0.13","92,252,505.00","1,268,250.00","72.74","United States","NASDAQ","USD","1.00","USD","-"
"AKRO","AKERO THERAPEUTICS INC","Health Care","Equity","92,244,313.00","0.13","92,244,313.00","1,700,356.00","54.25","United States","NASDAQ","USD","1.00","USD","-"
"PFSI","PENNYMAC FINANCIAL SERVICES INC","Financials","Equity","92,229,252.50","0.13","92,229,252.50","712,195.00","129.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRAX","PRAXIS PRECISION MEDICINES INC","Health Care","Equity","92,182,363.52","0.13","92,182,363.52","502,192.00","183.56","United States","NASDAQ","USD","1.00","USD","-"
"MTSR","METSERA INC","Health Care","Equity","91,979,890.80","0.13","91,979,890.80","1,299,151.00","70.80","United States","NASDAQ","USD","1.00","USD","-"
"INDV","INDIVIOR PLC","Health Care","Equity","91,850,749.64","0.13","91,850,749.64","2,956,252.00","31.07","United States","NASDAQ","USD","1.00","USD","-"
"URBN","URBAN OUTFITTERS INC","Consumer Discretionary","Equity","91,583,555.66","0.13","91,583,555.66","1,492,318.00","61.37","United States","NASDAQ","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","91,534,268.70","0.13","91,534,268.70","964,026.00","94.95","United States","NASDAQ","USD","1.00","USD","-"
"COMM","COMMSCOPE HOLDING INC","Information Technology","Equity","91,065,450.00","0.13","91,065,450.00","5,203,740.00","17.50","United States","NASDAQ","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","90,810,355.18","0.13","90,810,355.18","1,255,327.00","72.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CALX","CALIX NETWORKS INC","Information Technology","Equity","90,719,135.46","0.13","90,719,135.46","1,441,359.00","62.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VAL","VALARIS LTD","Energy","Equity","90,462,297.00","0.13","90,462,297.00","1,554,335.00","58.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADMA","ADMA BIOLOGICS INC","Health Care","Equity","90,391,054.04","0.13","90,391,054.04","5,638,868.00","16.03","United States","NASDAQ","USD","1.00","USD","-"
"VRRM","VERRA MOBILITY CORP CLASS A","Industrials","Equity","89,838,091.97","0.13","89,838,091.97","3,907,703.00","22.99","United States","NASDAQ","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CORP CLASS A","Information Technology","Equity","89,694,158.40","0.13","89,694,158.40","4,530,008.00","19.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DORM","DORMAN PRODUCTS INC","Consumer Discretionary","Equity","89,376,050.61","0.13","89,376,050.61","670,941.00","133.21","United States","NASDAQ","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","89,169,009.50","0.13","89,169,009.50","1,754,950.00","50.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","89,044,678.91","0.13","89,044,678.91","1,345,289.00","66.19","United States","NASDAQ","USD","1.00","USD","-"
"BTSG","BRIGHTSPRING HEALTH SERVICES INC","Health Care","Equity","88,556,643.20","0.13","88,556,643.20","2,611,520.00","33.91","United States","NASDAQ","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","88,506,517.15","0.13","88,506,517.15","3,790,429.00","23.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNTH","LANTHEUS HOLDINGS INC","Health Care","Equity","88,500,589.02","0.13","88,500,589.02","1,658,246.00","53.37","United States","NASDAQ","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","88,080,402.75","0.13","88,080,402.75","2,909,825.00","30.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","87,629,172.06","0.13","87,629,172.06","375,157.00","233.58","United States","NASDAQ","USD","1.00","USD","-"
"BTU","PEABODY ENERGY CORP","Energy","Equity","87,554,485.98","0.13","87,554,485.98","2,980,071.00","29.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIG","TRANSOCEAN LTD","Energy","Equity","87,370,941.87","0.13","87,370,941.87","20,655,069.00","4.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","87,363,100.00","0.13","87,363,100.00","946,000.00","92.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS INC","Materials","Equity","87,113,177.04","0.13","87,113,177.04","3,386,982.00","25.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","87,029,007.30","0.13","87,029,007.30","220,522.00","394.65","United States","NASDAQ","USD","1.00","USD","-"
"EXPO","EXPONENT INC","Industrials","Equity","87,021,948.75","0.13","87,021,948.75","1,226,525.00","70.95","United States","NASDAQ","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT INC","Real Estate","Equity","86,699,713.17","0.12","86,699,713.17","1,130,227.00","76.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MATX","MATSON INC","Industrials","Equity","86,180,038.34","0.12","86,180,038.34","794,579.00","108.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","85,485,804.32","0.12","85,485,804.32","6,910,736.00","12.37","United States","NASDAQ","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE INC","Real Estate","Equity","85,271,588.82","0.12","85,271,588.82","4,669,857.00","18.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","85,059,392.80","0.12","85,059,392.80","3,309,704.00","25.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","84,759,703.13","0.12","84,759,703.13","78,629.00","1,077.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLMR","PALOMAR HOLDINGS INC","Financials","Equity","84,454,197.36","0.12","84,454,197.36","639,417.00","132.08","United States","NASDAQ","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","84,416,265.08","0.12","84,416,265.08","1,295,324.00","65.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAE","HAEMONETICS CORP","Health Care","Equity","84,411,290.16","0.12","84,411,290.16","1,176,792.00","71.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","84,344,119.86","0.12","84,344,119.86","588,913.00","143.22","United States","NASDAQ","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","84,224,906.48","0.12","84,224,906.48","231,884.00","363.22","United States","NASDAQ","USD","1.00","USD","-"
"MZTI","MARZETTI","Consumer Staples","Equity","83,904,751.45","0.12","83,904,751.45","488,813.00","171.65","United States","NASDAQ","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","83,701,110.12","0.12","83,701,110.12","9,858,788.00","8.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","83,629,324.80","0.12","83,629,324.80","1,192,320.00","70.14","United States","NASDAQ","USD","1.00","USD","-"
"ATGE","ADTALEM GLOBAL EDUCATION INC","Consumer Discretionary","Equity","83,498,907.84","0.12","83,498,907.84","865,184.00","96.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHO","M I HOMES INC","Consumer Discretionary","Equity","83,476,276.74","0.12","83,476,276.74","636,786.00","131.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATK","PATRICK INDUSTRIES INC","Consumer Discretionary","Equity","83,441,677.35","0.12","83,441,677.35","793,549.00","105.15","United States","NASDAQ","USD","1.00","USD","-"
"DOCN","DIGITALOCEAN HOLDINGS INC","Information Technology","Equity","83,359,700.00","0.12","83,359,700.00","1,667,194.00","50.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","82,612,916.10","0.12","82,612,916.10","2,945,202.00","28.05","United States","NASDAQ","USD","1.00","USD","-"
"KFY","KORN FERRY","Industrials","Equity","82,515,692.80","0.12","82,515,692.80","1,262,480.00","65.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMR","NUSCALE POWER CORP CLASS A","Industrials","Equity","82,482,551.62","0.12","82,482,551.62","3,084,613.00","26.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PBF","PBF ENERGY INC CLASS A","Energy","Equity","82,127,023.20","0.12","82,127,023.20","2,040,930.00","40.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPOR","GULFPORT ENERGY CORP","Energy","Equity","82,001,161.96","0.12","82,001,161.96","387,017.00","211.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","Real Estate","Equity","82,000,146.66","0.12","82,000,146.66","2,805,342.00","29.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVA","AVISTA CORP","Utilities","Equity","81,899,090.00","0.12","81,899,090.00","1,956,500.00","41.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UUUU","ENERGY FUELS INC","Energy","Equity","81,857,126.40","0.12","81,857,126.40","5,220,480.00","15.68","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"VCYT","VERACYTE INC","Health Care","Equity","81,505,257.48","0.12","81,505,257.48","1,910,578.00","42.66","United States","NASDAQ","USD","1.00","USD","-"
